"id","uuid","org_uuid","machine","observed_at","forwarded_at","user","application","field","coord_x","coord_y","action","value","clipboard","monetary_amount","keystrokes","created_at","updated_at","screenshot_uuid","dom_uuid","source","cycle_id"
18,"5eeef96c-b735-4592-aa7d-07f039f4b443","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:15:24.2373","2017-12-05 23:15:24","Administrator","extension://joofdgfokbmidacjpglckemhdpffmmmg/_generated_background_page.html",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:16:02.958454","2017-12-05 23:16:02.958454","df8f4c8b-c170-47fc-a773-3a1993e4b1a9","c8ebd68d-4829-42a0-9b55-a9c874134b55","win",
19,"244b8e80-938c-40ce-8e81-92647436ed9e","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:15:24.2492","2017-12-05 23:15:24","Administrator","Administrator: Windows PowerShell",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:16:03.596655","2017-12-05 23:16:03.596655","f3e27c34-9782-47d8-80b5-f0a5f04f824f","a39d6662-c6ba-47b5-a978-ada4a3ab23b0","win",
20,"f7a38253-e7be-41c7-9df0-ac379f97ea3d","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:15:26.5663","2017-12-05 23:15:26","Administrator","Administrator: Windows PowerShell",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:16:04.112238","2017-12-05 23:16:04.112238","f958184f-249d-4191-bb5b-af39b7f74064","34aed4d2-5f93-4d52-b226-5ff137e9b9dd","win",
21,"cfe882e9-baff-424e-831c-af6552f87ccf","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:15:28.3212","2017-12-05 23:15:28","Administrator","Administrator: Windows PowerShell",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:16:04.806629","2017-12-05 23:16:04.806629","f4953990-a0a1-45c4-b8b3-bf3564465c97","82314a18-c3e3-424f-82a0-08a41b9c25aa","win",
22,"754a3591-c317-4e6a-813b-ab2953971bf7","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:15:40.429","2017-12-05 23:15:40","Administrator","UiPath Studio Community",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:16:05.555348","2017-12-05 23:16:05.555348","7bbbb2c9-8403-42a7-99c8-a0ed15c342ff","ac140a20-0d6c-4f08-a685-95370eb285d2","win",
23,"f84dec42-c5f3-44c4-b2bd-80c5bd0a458a","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:15:40.921","2017-12-05 23:15:40","Administrator","UiPath Studio",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:16:05.928662","2017-12-05 23:16:05.928662","97ecab3a-becf-4648-ab0a-2e4bcaeeb558","b8b623ec-3310-4583-9ef3-36d6fe15e329","win",
24,"fd4ab723-d9b1-4824-a72d-3fe92622f071","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:03.2756","2017-12-05 23:16:03","Administrator","UiPath Studio",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:17:08.034016","2017-12-05 23:17:08.034016","480a9591-2587-4945-a7bc-6051c75937af","473b8ee4-dffe-4899-9b23-be451c099391","win",
25,"94d2839a-f966-4307-aec8-175a745f52ae","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:04.3776","2017-12-05 23:16:04","Administrator","UiPath Studio Community",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:17:08.470105","2017-12-05 23:17:08.470105","3261335e-3052-4328-8ede-f6127d4787a1","c05e8c60-7c42-4d07-8c37-4c66e34d55d2","win",
26,"6a8b7cba-2a02-4ef3-9e28-925b1a8aaa54","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:16.3274","2017-12-05 23:16:16","Administrator","Administrator: Windows PowerShell",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:17:09.007952","2017-12-05 23:17:09.007952","2aa0fc1c-4f9e-4a36-9635-69f87d625337","44254b1b-3f89-4a2a-953d-a7149412e2be","win",
27,"4832ed09-34dc-4dd7-9395-7c6d0096d0a4","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:22.0373","2017-12-05 23:16:22","Administrator","Google Chrome",,,,"KEY_PRESS","ENTER",,,"","2017-12-05 23:17:09.624832","2017-12-05 23:17:09.624832","2ec87901-f8e4-4ba8-a7bb-be7be3562d63","3a8ecef0-9e60-4e8e-b36b-f440b27e7ab2","win",
28,"4d68b6c0-da12-11e7-9e8b-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:20.104","2017-12-05 23:16:20","Administrator","chrome","user_name",,,"inputText","user",,,"user","2017-12-05 23:17:10.037164","2017-12-05 23:17:10.037164","4ea04b18-da12-11e7-9612-0aae563a0914","4ea1aab6-da12-11e7-940f-0aae563a0914","web",
29,"e34fb548-a146-443e-a636-cc94a65f7daf","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:03.2777","2017-12-05 23:17:03","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:24.410924","2017-12-05 23:18:24.410924","bbb1e822-61ee-4b03-8676-38acc65350ba","e6077a05-fdf0-4842-a009-f6b9fa37c35b","win",
30,"c1240c18-4432-4d7e-abe6-1f42df2ba467","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:15.0505","2017-12-05 23:17:15","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:24.816048","2017-12-05 23:18:24.816048","4f7d315e-1897-4f36-826a-d199479c83b4","dcd639a1-36f1-4b92-a9e9-ddf2dd2fef7c","win",
31,"8435d77b-e23c-4e83-875b-e50396d8ab33","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:25.2113","2017-12-05 23:17:25","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:25.226342","2017-12-05 23:18:25.226342","9c69dc5c-d308-4b58-a8eb-feb8f3826dc1","02414988-ddae-47af-9ebb-815651382b58","win",
32,"dce5161a-7555-4d48-8270-40f15f3d5a68","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:36.9311","2017-12-05 23:17:36","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:25.662704","2017-12-05 23:18:25.662704","e78f9a91-78b9-40e4-bf9a-d7cb58b7bebf","ce5c2a7d-b24e-4b43-a4e5-7c44ca380830","win",
33,"59a3cf46-6517-4b2b-aec2-e98b4ea35e70","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:48.7129","2017-12-05 23:17:48","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:26.071276","2017-12-05 23:18:26.071276","33e448eb-e95e-4456-8dfd-6785b767b359","91b01b77-8cf8-4004-84f8-c120c8fb129d","win",
34,"e7653afb-c9a2-44c8-aaf4-50b77bc4f51c","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:18:00.4977","2017-12-05 23:18:00","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:26.546398","2017-12-05 23:18:26.546398","f8761d48-44c1-4319-8534-2f7c57d25206","ce112e97-2ed7-4fbe-ad78-7876b8d881d6","win",
35,"aa6f5525-e210-4f1b-9811-cc613e3a4607","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:18:12.2505","2017-12-05 23:18:12","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:18:26.998429","2017-12-05 23:18:26.998429","7d2fcdd4-239c-4ef9-8a4a-299626755bde","f1ab5134-6058-480f-86f0-bc89e3cc9668","win",
36,"629353c8-da12-11e7-b2bb-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:55.617","2017-12-05 23:16:55","Administrator","chrome","first_name",,,"inputText","Juliet",,,"Juliet","2017-12-05 23:18:27.579752","2017-12-05 23:18:27.579752","671af998-da12-11e7-95bc-0aae563a0914","679299e6-da12-11e7-840c-0aae563a0914","web",
37,"62df7754-da12-11e7-82a4-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:56.115","2017-12-05 23:16:56","Administrator","chrome","last_name",,,"inputText","Douglas",,,"Douglas","2017-12-05 23:18:27.956295","2017-12-05 23:18:27.956295","671af998-da12-11e7-95bc-0aae563a0914","679299e6-da12-11e7-840c-0aae563a0914","web",
38,"632b9b80-da12-11e7-9590-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:56.615","2017-12-05 23:16:56","Administrator","chrome","phone_work",,,"inputText","(780) 078-5064",,,"(780) 078-5064","2017-12-05 23:18:28.288422","2017-12-05 23:18:28.288422","671af998-da12-11e7-95bc-0aae563a0914","679299e6-da12-11e7-840c-0aae563a0914","web",
39,"639691a6-da12-11e7-8190-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:57.315","2017-12-05 23:16:57","Administrator","chrome","Leads0emailAddress0",,,"inputText","ralph@koepportiz.co",,,"ralph@koepportiz.co","2017-12-05 23:18:28.76191","2017-12-05 23:18:28.76191","671af998-da12-11e7-95bc-0aae563a0914","679299e6-da12-11e7-840c-0aae563a0914","web",
41,"689dc722-da12-11e7-bfa8-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:05.752","2017-12-05 23:17:05","Administrator","chrome","first_name",,,"inputText","Melyna",,,"Melyna","2017-12-05 23:18:30.057451","2017-12-05 23:18:30.057451","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
42,"68f92c6e-da12-11e7-9381-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:06.35","2017-12-05 23:17:06","Administrator","chrome","last_name",,,"inputText","Jast",,,"Jast","2017-12-05 23:18:30.502657","2017-12-05 23:18:30.502657","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
40,"63e30358-da12-11e7-a0cf-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:16:57.816","2017-12-05 23:16:57","Administrator","chrome","opportunity_amount",,,"inputText","$82.92",,"82.92","$82.92","2017-12-05 23:18:29.269719","2017-12-05 23:18:30.996794","671af998-da12-11e7-95bc-0aae563a0914","679299e6-da12-11e7-840c-0aae563a0914","web",
43,"6945782e-da12-11e7-908c-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:06.85","2017-12-05 23:17:06","Administrator","chrome","phone_work",,,"inputText","(373) 412-8031 x9455",,,"(373) 412-8031 x9455","2017-12-05 23:18:31.06966","2017-12-05 23:18:31.06966","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
44,"69b04806-da12-11e7-9eab-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:07.55","2017-12-05 23:17:07","Administrator","chrome","Leads0emailAddress0",,,"inputText","caidy_sipes@erdman.info",,,"caidy_sipes@erdman.info","2017-12-05 23:18:31.479818","2017-12-05 23:18:31.479818","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
46,"6a4904d2-da12-11e7-9b68-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:08.551","2017-12-05 23:17:08","Administrator","chrome","primary_address_city",,,"inputText","New Estefania",,,"New Estefania","2017-12-05 23:18:32.205397","2017-12-05 23:18:32.205397","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
47,"6a954f78-da12-11e7-9da1-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:09.051","2017-12-05 23:17:09","Administrator","chrome","primary_address_state",,,"inputText","Oregon",,,"Oregon","2017-12-05 23:18:32.537733","2017-12-05 23:18:32.537733","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
48,"6ae1c1ca-da12-11e7-89e7-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:09.552","2017-12-05 23:17:09","Administrator","chrome","primary_address_postalcode",,,"inputText","53649",,,"53649","2017-12-05 23:18:32.899621","2017-12-05 23:18:32.899621","6e241812-da12-11e7-81ac-0aae563a0914","6e9db3c2-da12-11e7-9874-0aae563a0914","web",
49,"6fa0cb46-da12-11e7-9bae-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:17.514","2017-12-05 23:17:17","Administrator","chrome","first_name",,,"inputText","Lourdes",,,"Lourdes","2017-12-05 23:18:33.278643","2017-12-05 23:18:33.278643","7430d586-da12-11e7-9ffd-0aae563a0914","74a6781c-da12-11e7-aa00-0aae563a0914","web",
50,"6ffc315c-da12-11e7-9060-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:18.113","2017-12-05 23:17:18","Administrator","chrome","last_name",,,"inputText","Harris",,,"Harris","2017-12-05 23:18:33.657533","2017-12-05 23:18:33.657533","7430d586-da12-11e7-9ffd-0aae563a0914","74a6781c-da12-11e7-aa00-0aae563a0914","web",
51,"7048a366-da12-11e7-bcf7-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:18.614","2017-12-05 23:17:18","Administrator","chrome","phone_work",,,"inputText","624-383-0936 x3058",,,"624-383-0936 x3058","2017-12-05 23:18:34.011684","2017-12-05 23:18:34.011684","7430d586-da12-11e7-9ffd-0aae563a0914","74a6781c-da12-11e7-aa00-0aae563a0914","web",
52,"70a4304a-da12-11e7-acc1-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:19.215","2017-12-05 23:17:19","Administrator","chrome","Leads0emailAddress0",,,"inputText","dexter_ledner@collins.io",,,"dexter_ledner@collins.io","2017-12-05 23:18:34.340595","2017-12-05 23:18:34.340595","7430d586-da12-11e7-9ffd-0aae563a0914","74a6781c-da12-11e7-aa00-0aae563a0914","web",
384,"6a2f2bde-cae5-4516-b3ad-5c6cd13be2c8","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:46:21.0887","2017-12-05 23:46:21","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:47:13.726189","2017-12-05 23:47:13.726189","a10ea3c6-68e7-4a44-a1df-429a6978e2bb","cd77803a-68bd-48a4-9781-823c686489f2","win",
54,"75b4dc36-da12-11e7-abcb-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:27.712","2017-12-05 23:17:27","Administrator","chrome","first_name",,,"inputText","Dewitt",,,"Dewitt","2017-12-05 23:18:35.343937","2017-12-05 23:18:35.343937","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
55,"76014de8-da12-11e7-be35-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:28.213","2017-12-05 23:17:28","Administrator","chrome","last_name",,,"inputText","Schmitt",,,"Schmitt","2017-12-05 23:18:35.767475","2017-12-05 23:18:35.767475","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
56,"765cdaca-da12-11e7-9e74-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:28.813","2017-12-05 23:17:28","Administrator","chrome","phone_work",,,"inputText","481.455.0622",,,"481.455.0622","2017-12-05 23:18:36.095249","2017-12-05 23:18:36.095249","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
57,"76b86846-da12-11e7-be27-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:29.413","2017-12-05 23:17:29","Administrator","chrome","Leads0emailAddress0",,,"inputText","devon@dickihauck.com",,,"devon@dickihauck.com","2017-12-05 23:18:36.573657","2017-12-05 23:18:36.573657","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
59,"7750d71c-da12-11e7-a541-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:30.412","2017-12-05 23:17:30","Administrator","chrome","primary_address_city",,,"inputText","South Dalton",,,"South Dalton","2017-12-05 23:18:37.430525","2017-12-05 23:18:37.430525","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
60,"779d48ba-da12-11e7-a374-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:30.913","2017-12-05 23:17:30","Administrator","chrome","primary_address_state",,,"inputText","Illinois",,,"Illinois","2017-12-05 23:18:37.917132","2017-12-05 23:18:37.917132","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
61,"77f8af34-da12-11e7-b81b-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:31.512","2017-12-05 23:17:31","Administrator","chrome","primary_address_postalcode",,,"inputText","34654",,,"34654","2017-12-05 23:18:38.286373","2017-12-05 23:18:38.286373","7b2c8610-da12-11e7-af7d-0aae563a0914","7ba5adae-da12-11e7-a186-0aae563a0914","web",
62,"7cad5870-da12-11e7-8bd8-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:39.408","2017-12-05 23:17:39","Administrator","chrome","first_name",,,"inputText","Loy",,,"Loy","2017-12-05 23:18:38.765712","2017-12-05 23:18:38.765712","82330cb4-da12-11e7-9814-0aae563a0914","82a925f0-da12-11e7-89f6-0aae563a0914","web",
63,"7d08be36-da12-11e7-bd9c-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:17:40.006","2017-12-05 23:17:40","Administrator","chrome","last_name",,,"inputText","Quigley",,,"Quigley","2017-12-05 23:18:39.263261","2017-12-05 23:18:39.263261","82330cb4-da12-11e7-9814-0aae563a0914","82a925f0-da12-11e7-89f6-0aae563a0914","web",
